ID_venta,Fecha_venta,Marca,Tipo,Capacidad_kg,Altura_torre_mm,Provincia,Cliente_tipo,Año_fabricación,Estado,Método_pago,Vendedor,Horas_uso,Precio_USD
VENT00022,2022-07-23,Crown,eléctrico,2500,4700,,distribuidor,2022.0,usado,leasing,Forklift Solutions,3170.918363507532,32463.52
VENT00920,2022-07-24,Crown,gas,2500,3000,Chubut,,,nuevo,crédito,Autoelevadores Norte,968.3011486375126,41678.51
VENT00727,2022-07-24,Still,eléctrico,2500,3000,,,2015.0,reacondicionado,contado,Autoelevadores Norte,6358.250081775987,25827.6
VENT00263,2022-07-24,Toyota,eléctrico,2500,3000,Córdoba,particular,2017.0,nuevo,contado,Potencia SRL,1883.437727193628,40977.36
VENT00067,2022-07-25,Linde,eléctrico,1800,4700,Mendoza,particular,2021.0,nuevo,leasing,Forklift Solutions,1124.383459511564,39528.71
VENT00833,2022-07-25,Crown,eléctrico,5000,6000,Chubut,distribuidor,2022.0,usado,leasing,Autoelevadores Norte,3641.4584521177976,49928.65
VENT00431,2022-07-28,Still,eléctrico,3500,3000,Mendoza,distribuidor,2024.0,usado,leasing,Forklift Solutions,2701.3304950754427,32599.23
VENT00153,2022-07-31,Yale,eléctrico,3500,3000,Santa Fe,distribuidor,2018.0,usado,leasing,Potencia SRL,4046.6995832926077,31376.08
VENT00577,2022-08-03,Linde,diésel,3500,4000,Córdoba,empresa logística,2019.0,nuevo,,Autoelevadores Norte,1733.4008440086386,48019.44
VENT00845,2022-08-06,Linde,gas,1800,4700,Córdoba,particular,,usado,crédito,Grupo Industrial SA,5575.996070948751,14574.17
VENT00776,2022-08-07,Linde,gas,3500,3000,Chubut,distribuidor,2022.0,usado,contado,Forklift Solutions,3158.648070143022,31984.56
VENT00520,2022-08-08,Yale,gas,3500,4000,Córdoba,empresa logística,2016.0,nuevo,leasing,Grupo Industrial SA,2575.861221575052,48325.99
VENT01222,2022-08-09,Crown,gas,2500,6000,Mendoza,empresa logística,2021.0,usado,leasing,Potencia SRL,3277.2978430789026,30668.44
VENT00761,2022-08-10,Crown,gas,3500,4000,Chubut,particular,,usado,crédito,Forklift Solutions,4882.4657017468,31903.18
VENT00590,2022-08-10,Still,eléctrico,2500,4000,Buenos Aires,,,reacondicionado,crédito,Forklift Solutions,2203.8379532347262,36815.82
VENT00802,2022-08-11,Crown,diésel,3500,4700,Neuquén,distribuidor,,nuevo,crédito,Forklift Solutions,1200.138390620567,53784.46
VENT00666,2022-08-12,Linde,eléctrico,2500,4000,Santa Fe,particular,2019.0,nuevo,crédito,Grupo Industrial SA,2415.395312572102,39829.93
VENT00791,2022-08-12,Linde,eléctrico,3500,4700,Córdoba,,2017.0,usado,crédito,Potencia SRL,6402.109459772253,30306.74
VENT01110,2022-08-13,Crown,diésel,2500,6000,Buenos Aires,distribuidor,2022.0,reacondicionado,crédito,Autoelevadores Norte,3840.50505942185,29979.62
VENT00699,2022-08-14,Linde,diésel,1800,6000,Neuquén,particular,2018.0,nuevo,crédito,Grupo Industrial SA,3647.1916876685204,38604.18
VENT00867,2022-08-15,Linde,gas,2500,6000,Córdoba,,2025.0,reacondicionado,crédito,Grupo Industrial SA,2804.684037490662,38150.08
VENT00005,2022-08-16,Toyota,diésel,1800,3000,,distribuidor,2021.0,nuevo,leasing,Potencia SRL,1866.3565513409476,33668.08
VENT00006,2022-08-16,Still,diésel,3500,4000,Santa Fe,distribuidor,2025.0,usado,crédito,Grupo Industrial SA,3900.377620733894,31342.51
VENT00876,2022-08-16,Toyota,eléctrico,1800,4700,Córdoba,distribuidor,2018.0,usado,crédito,Grupo Industrial SA,4938.546007779098,17845.51
VENT00319,2022-08-17,Crown,eléctrico,3500,3000,Chubut,,2015.0,usado,leasing,Potencia SRL,4701.88382251677,35273.16
VENT01157,2022-08-20,Yale,eléctrico,1800,3000,Santa Fe,distribuidor,2019.0,usado,contado,Forklift Solutions,3450.167271792383,21902.57
VENT01165,2022-08-23,Linde,eléctrico,3500,4000,Chubut,particular,2021.0,usado,,Forklift Solutions,,35131.9
VENT00210,2022-08-23,Hyster,eléctrico,1800,4000,Chubut,distribuidor,2015.0,usado,leasing,Autoelevadores Norte,6962.027012655637,12000.0
VENT00668,2022-08-23,Crown,diésel,3500,6000,Córdoba,empresa logística,2024.0,usado,,Autoelevadores Norte,4513.692738061392,35004.83
VENT00112,2022-08-24,Yale,eléctrico,2500,6000,Chubut,distribuidor,2018.0,usado,crédito,Potencia SRL,4818.546818644622,28503.08
VENT00203,2022-08-24,Hyster,eléctrico,1800,6000,Neuquén,distribuidor,2019.0,usado,crédito,Grupo Industrial SA,3304.034084421288,23146.96
VENT00354,2022-08-26,Still,diésel,1800,3000,Buenos Aires,distribuidor,2017.0,nuevo,crédito,Potencia SRL,2463.5038849497173,29770.31
VENT00506,2022-08-26,Crown,eléctrico,1800,4700,Mendoza,distribuidor,2022.0,reacondicionado,leasing,Autoelevadores Norte,4777.644589449243,26319.2
VENT01213,2022-08-27,Toyota,eléctrico,3500,3000,,,2021.0,usado,contado,Autoelevadores Norte,5073.066683429621,31744.57
VENT00730,2022-08-27,Hyster,gas,3500,4700,Buenos Aires,particular,2023.0,reacondicionado,crédito,Grupo Industrial SA,5426.3202458171745,31803.38
VENT00731,2022-08-28,Toyota,gas,2500,6000,Mendoza,distribuidor,2022.0,nuevo,contado,Forklift Solutions,1208.7161754454708,47184.47
VENT00959,2022-08-31,Crown,gas,1800,3000,Santa Fe,distribuidor,2025.0,nuevo,crédito,Forklift Solutions,352.4249260183867,37160.58
VENT01088,2022-09-01,Yale,diésel,1800,4700,Mendoza,particular,2024.0,usado,contado,Grupo Industrial SA,2091.75653646767,16168.22
VENT00601,2022-09-04,Linde,eléctrico,5000,4000,,empresa logística,2018.0,usado,crédito,Autoelevadores Norte,3314.801377390606,47610.21
VENT00255,2022-09-05,Crown,diésel,2500,4700,Neuquén,,,usado,,Grupo Industrial SA,1258.079935704965,29069.93
VENT00032,2022-09-06,Hyster,eléctrico,1800,3000,Chubut,particular,2017.0,nuevo,crédito,Forklift Solutions,3201.616242496623,34504.53
VENT00683,2022-09-07,Toyota,eléctrico,1800,3000,Santa Fe,particular,2017.0,usado,crédito,Grupo Industrial SA,3286.763079015067,20280.18
VENT00935,2022-09-08,Crown,eléctrico,5000,4000,,empresa logística,,usado,contado,Grupo Industrial SA,1181.2461428864976,52748.63
VENT00598,2022-09-09,Hyster,diésel,3500,4000,Chubut,distribuidor,2016.0,nuevo,crédito,Forklift Solutions,3739.7619451914443,44865.56
VENT00343,2022-09-10,Still,eléctrico,3500,6000,Córdoba,,2019.0,usado,leasing,Autoelevadores Norte,3042.4806449962234,35749.05
VENT01106,2022-09-11,Linde,gas,2500,4700,Neuquén,particular,2022.0,nuevo,crédito,Forklift Solutions,1465.1903199304033,44179.07
VENT00318,2022-09-11,Crown,diésel,1800,4000,Neuquén,particular,2020.0,nuevo,leasing,Autoelevadores Norte,2443.4060672891983,27264.98
VENT00671,2022-09-11,Hyster,eléctrico,3500,4000,,distribuidor,,nuevo,crédito,Forklift Solutions,675.3188981564879,56279.24
VENT00176,2022-09-12,Yale,diésel,5000,4700,,empresa logística,2017.0,usado,contado,Potencia SRL,6171.227113132467,43050.16
VENT00953,2022-09-14,Still,diésel,2500,6000,Santa Fe,distribuidor,2022.0,usado,contado,Potencia SRL,4091.26352062597,26845.46
VENT01096,2022-09-15,Still,eléctrico,1800,6000,Córdoba,distribuidor,2015.0,usado,leasing,Autoelevadores Norte,,20250.96
VENT00834,2022-09-15,Crown,eléctrico,3500,3000,,empresa logística,2023.0,usado,crédito,Autoelevadores Norte,4284.97512411915,26680.49
VENT00240,2022-09-16,Toyota,diésel,1800,4700,Mendoza,particular,2024.0,usado,leasing,Potencia SRL,2813.350592973975,16372.43
VENT00603,2022-09-16,Crown,gas,2500,4000,Chubut,distribuidor,2024.0,reacondicionado,leasing,Grupo Industrial SA,3798.1159873094666,37159.06
VENT00843,2022-09-17,Hyster,diésel,2500,3000,Chubut,particular,2024.0,nuevo,contado,Grupo Industrial SA,633.3569814235234,40573.95
VENT00388,2022-09-17,Crown,eléctrico,2500,4000,Santa Fe,particular,2015.0,usado,crédito,Forklift Solutions,5288.561744762409,22301.43
VENT00886,2022-09-18,Still,eléctrico,5000,4000,Buenos Aires,particular,2023.0,usado,leasing,Potencia SRL,3946.4437813025997,47501.35
VENT01017,2022-09-21,Linde,eléctrico,1800,6000,Neuquén,empresa logística,2017.0,usado,contado,Forklift Solutions,3133.6463543994064,23493.09
VENT00903,2022-09-22,Still,diésel,5000,6000,Mendoza,empresa logística,2017.0,reacondicionado,,Grupo Industrial SA,6387.860717945165,50308.1
VENT00722,2022-09-22,Toyota,eléctrico,3500,4000,Mendoza,distribuidor,2022.0,nuevo,leasing,Potencia SRL,1422.5384308361386,54025.74
VENT00593,2022-09-23,Hyster,eléctrico,5000,6000,Córdoba,distribuidor,2019.0,reacondicionado,contado,Forklift Solutions,4877.556600105643,53307.92
VENT00785,2022-09-23,Crown,eléctrico,1800,4700,Neuquén,particular,2022.0,reacondicionado,crédito,Potencia SRL,4088.659226375153,28742.59
VENT00015,2022-09-23,Still,eléctrico,3500,4000,Mendoza,particular,2015.0,reacondicionado,contado,Forklift Solutions,5227.884607153184,36382.31
VENT00868,2022-09-23,Yale,diésel,5000,4700,Mendoza,distribuidor,2021.0,usado,contado,Grupo Industrial SA,3731.135208983954,40093.46
VENT00016,2022-09-25,Crown,eléctrico,5000,4700,Córdoba,particular,2018.0,usado,leasing,Grupo Industrial SA,4997.224980945971,47373.53
VENT00621,2022-09-27,Toyota,eléctrico,1800,3000,Neuquén,distribuidor,2016.0,usado,contado,Grupo Industrial SA,4671.4488422516315,14100.78
VENT00050,2022-09-27,Hyster,eléctrico,3500,6000,Santa Fe,empresa logística,2021.0,usado,leasing,Forklift Solutions,5566.262067037722,34044.54
VENT01001,2022-09-28,Yale,eléctrico,3500,4000,Santa Fe,distribuidor,2016.0,usado,,Grupo Industrial SA,3060.4348980517752,38524.13
VENT01240,2022-09-28,Crown,gas,1800,3000,Córdoba,empresa logística,2020.0,nuevo,leasing,Autoelevadores Norte,1849.3333310543114,37869.68
VENT00669,2022-09-30,Still,gas,5000,4000,Buenos Aires,empresa logística,2021.0,nuevo,contado,Forklift Solutions,1905.7945383668693,61960.35
VENT00118,2022-09-30,Yale,eléctrico,2500,3000,Chubut,particular,2024.0,usado,leasing,Forklift Solutions,3507.0802526720945,24958.12
VENT01098,2022-09-30,Yale,eléctrico,2500,3000,Neuquén,distribuidor,2019.0,reacondicionado,,Grupo Industrial SA,3507.421372236222,33897.68
VENT00168,2022-09-30,Still,eléctrico,1800,6000,Neuquén,distribuidor,2024.0,nuevo,crédito,Autoelevadores Norte,616.2287238313847,40907.89
VENT00690,2022-10-01,Toyota,eléctrico,5000,4000,Neuquén,particular,2025.0,reacondicionado,leasing,Grupo Industrial SA,1393.0299442680534,58867.1
VENT00494,2022-10-02,Toyota,eléctrico,1800,3000,Neuquén,particular,2025.0,usado,contado,Autoelevadores Norte,,16669.03
VENT00856,2022-10-06,Crown,eléctrico,2500,4000,Neuquén,distribuidor,2021.0,usado,contado,Potencia SRL,2339.9231144262585,24982.91
VENT00599,2022-10-08,Still,diésel,2500,3000,Mendoza,particular,2019.0,usado,crédito,Grupo Industrial SA,1715.0669546218712,25606.99
VENT00235,2022-10-13,Crown,gas,5000,3000,Buenos Aires,distribuidor,2018.0,usado,leasing,Grupo Industrial SA,5887.365148270841,38463.49
VENT00369,2022-10-13,Yale,gas,2500,6000,Mendoza,particular,2017.0,nuevo,contado,Potencia SRL,3354.6370199443754,47691.68
VENT00058,2022-10-14,Toyota,eléctrico,2500,3000,Neuquén,distribuidor,2025.0,usado,contado,Grupo Industrial SA,2020.9216576610079,23623.55
VENT00072,2022-10-18,Toyota,eléctrico,1800,4700,Neuquén,particular,2025.0,reacondicionado,leasing,Autoelevadores Norte,2187.2250025038943,30652.68
VENT00027,2022-10-19,Still,diésel,5000,4700,Neuquén,empresa logística,2021.0,usado,contado,Autoelevadores Norte,5048.8483451794855,41633.89
VENT00729,2022-10-22,Yale,eléctrico,1800,4000,Buenos Aires,empresa logística,2021.0,usado,contado,Autoelevadores Norte,3698.388149426418,17354.61
VENT00855,2022-10-27,Linde,diésel,2500,4700,Chubut,empresa logística,2022.0,reacondicionado,leasing,Grupo Industrial SA,3008.9506635970783,32613.5
VENT00896,2022-10-27,Toyota,diésel,3500,3000,Córdoba,empresa logística,2019.0,usado,leasing,Autoelevadores Norte,5555.627453215041,27392.81
VENT00945,2022-10-29,Hyster,eléctrico,3500,3000,Santa Fe,distribuidor,2023.0,usado,leasing,Grupo Industrial SA,5697.766215007103,30287.79
VENT00607,2022-10-29,Linde,diésel,1800,3000,Mendoza,,2025.0,nuevo,crédito,Potencia SRL,312.1226595200403,32445.02
VENT00901,2022-10-31,Toyota,diésel,5000,3000,Chubut,particular,2024.0,usado,crédito,Forklift Solutions,4317.07549036881,37947.06
VENT00622,2022-11-02,Yale,diésel,1800,4000,Chubut,particular,2020.0,usado,crédito,Grupo Industrial SA,3834.881566674814,14902.1
VENT00853,2022-11-03,Yale,eléctrico,2500,4000,Buenos Aires,distribuidor,2022.0,usado,crédito,Forklift Solutions,932.031681224709,32556.43
VENT00643,2022-11-05,Crown,gas,3500,3000,Santa Fe,empresa logística,2016.0,usado,crédito,Grupo Industrial SA,5374.707763380102,22993.6
VENT00014,2022-11-07,Still,eléctrico,2500,6000,Santa Fe,distribuidor,2017.0,usado,crédito,Forklift Solutions,5146.894028764611,27710.16
VENT00562,2022-11-07,Linde,eléctrico,2500,4700,Buenos Aires,empresa logística,2023.0,nuevo,leasing,Forklift Solutions,1140.1667263864583,41325.95
VENT01233,2022-11-08,Still,diésel,3500,4000,Córdoba,particular,2020.0,usado,crédito,Potencia SRL,4026.892087858305,30563.51
VENT00974,2022-11-10,Crown,eléctrico,2500,4000,Córdoba,particular,2015.0,reacondicionado,crédito,Forklift Solutions,5437.080305199914,28190.15
VENT00298,2022-11-12,Linde,gas,2500,6000,Mendoza,distribuidor,2017.0,usado,contado,Grupo Industrial SA,5543.236497825543,23689.26
VENT01079,2022-11-15,Yale,diésel,1800,3000,Mendoza,particular,2020.0,usado,,Autoelevadores Norte,3691.773837102989,12000.0
VENT01134,2022-11-18,Hyster,eléctrico,2500,3000,Buenos Aires,distribuidor,2016.0,reacondicionado,leasing,Autoelevadores Norte,8908.071609573617,28838.71
VENT01097,2022-11-18,Toyota,gas,5000,3000,Chubut,particular,2022.0,nuevo,leasing,Forklift Solutions,1334.752958644996,62354.23
VENT01216,2022-11-19,Still,eléctrico,3500,4000,Santa Fe,distribuidor,,nuevo,leasing,Autoelevadores Norte,3209.927040789089,51605.91
VENT01011,2022-11-19,Linde,eléctrico,1800,6000,Córdoba,particular,2017.0,usado,crédito,Potencia SRL,2986.2384908564272,17131.84
VENT00880,2022-11-21,Linde,eléctrico,2500,3000,Santa Fe,empresa logística,2019.0,nuevo,contado,Autoelevadores Norte,2555.1866880826824,43648.14
VENT00132,2022-11-21,Yale,eléctrico,1800,4700,Buenos Aires,,2018.0,usado,leasing,Forklift Solutions,4959.61570511274,15855.98
VENT00469,2022-11-23,Toyota,eléctrico,3500,4000,Córdoba,,2024.0,usado,contado,Autoelevadores Norte,2212.000659345973,36654.93
VENT01113,2022-11-23,Crown,eléctrico,3500,3000,Buenos Aires,distribuidor,2018.0,usado,contado,Potencia SRL,4665.683193819233,29242.91
VENT00214,2022-11-24,Yale,diésel,2500,4700,Neuquén,distribuidor,2016.0,usado,leasing,Potencia SRL,6069.483136163593,23686.65
VENT01112,2022-11-24,Toyota,diésel,3500,3000,Mendoza,distribuidor,2022.0,usado,crédito,Grupo Industrial SA,2156.176486455175,27983.66
VENT00831,2022-11-24,Hyster,diésel,1800,4700,Chubut,empresa logística,2019.0,usado,contado,Forklift Solutions,5299.07945406299,13141.5
VENT00174,2022-11-27,Crown,diésel,2500,3000,Chubut,particular,2016.0,nuevo,,Grupo Industrial SA,3226.6185361726434,37164.99
VENT00125,2022-11-29,Crown,eléctrico,5000,4000,Buenos Aires,empresa logística,2016.0,reacondicionado,crédito,Potencia SRL,3949.9207300142198,56994.54
VENT00543,2022-11-30,Hyster,diésel,2500,3000,Mendoza,distribuidor,2017.0,usado,contado,Grupo Industrial SA,6573.486176990848,14336.88
VENT00109,2022-12-01,Crown,eléctrico,3500,3000,Córdoba,particular,2021.0,usado,contado,Forklift Solutions,3504.3405582664445,32669.31
VENT00777,2022-12-01,Crown,gas,3500,6000,Santa Fe,particular,2015.0,nuevo,contado,Forklift Solutions,4996.4968933867785,51974.8
VENT01232,2022-12-02,Hyster,diésel,5000,4000,Buenos Aires,empresa logística,2025.0,nuevo,contado,Forklift Solutions,,67823.86
VENT01033,2022-12-02,Hyster,gas,2500,6000,Mendoza,particular,2021.0,nuevo,contado,Grupo Industrial SA,1764.1096096576146,46632.18
VENT01095,2022-12-03,Crown,eléctrico,5000,4000,Buenos Aires,empresa logística,2018.0,usado,contado,Grupo Industrial SA,4035.442155640696,46895.94
VENT00881,2022-12-04,Crown,eléctrico,2500,4000,Mendoza,distribuidor,2024.0,usado,crédito,Grupo Industrial SA,3408.553379642408,25499.22
VENT01090,2022-12-05,Yale,diésel,3500,4700,Córdoba,particular,2022.0,usado,crédito,Forklift Solutions,3373.6517498226035,32578.04
VENT00745,2022-12-06,Hyster,eléctrico,1800,4000,Mendoza,distribuidor,,nuevo,crédito,Autoelevadores Norte,,33917.62
VENT01047,2022-12-07,Hyster,gas,2500,4700,Santa Fe,distribuidor,,nuevo,crédito,Autoelevadores Norte,2389.870974876409,48099.85
VENT01072,2022-12-08,Still,gas,2500,4000,Santa Fe,particular,2020.0,usado,leasing,Potencia SRL,2713.1909102558134,23984.06
VENT00664,2022-12-13,Linde,diésel,3500,4000,Mendoza,particular,2022.0,reacondicionado,leasing,Forklift Solutions,3740.8384522788283,35881.86
VENT00216,2022-12-13,Still,eléctrico,1800,4700,Santa Fe,distribuidor,2016.0,reacondicionado,,Autoelevadores Norte,5999.221907673914,21119.91
VENT00159,2022-12-13,Hyster,gas,1800,3000,Santa Fe,empresa logística,2017.0,nuevo,leasing,Autoelevadores Norte,3128.151593102473,33273.15
VENT00888,2022-12-14,Crown,diésel,1800,4700,Neuquén,particular,2020.0,nuevo,leasing,Grupo Industrial SA,2308.459115254397,33999.88
VENT01067,2022-12-15,Hyster,eléctrico,2500,6000,Santa Fe,particular,2018.0,usado,leasing,Autoelevadores Norte,6037.087558595393,25407.68
VENT00152,2022-12-16,Toyota,gas,5000,4000,Santa Fe,distribuidor,2019.0,usado,leasing,Grupo Industrial SA,6130.125554230844,39814.13
VENT00586,2022-12-17,Still,diésel,2500,6000,Santa Fe,empresa logística,2019.0,usado,crédito,Potencia SRL,4754.106010727504,24571.04
VENT00694,2022-12-20,Hyster,gas,1800,4700,Córdoba,empresa logística,2018.0,nuevo,,Grupo Industrial SA,1706.7424314918412,35060.2
VENT00156,2022-12-20,Linde,diésel,2500,4700,Mendoza,,2020.0,usado,contado,Autoelevadores Norte,4003.438316903306,26462.61
VENT00190,2022-12-20,Still,gas,5000,6000,Neuquén,empresa logística,2020.0,usado,crédito,Autoelevadores Norte,2381.5039058039747,47725.88
VENT00638,2022-12-21,Hyster,diésel,3500,3000,Santa Fe,particular,2022.0,usado,,Autoelevadores Norte,5049.199340177979,33270.76
VENT00890,2022-12-22,Linde,eléctrico,2500,3000,Buenos Aires,particular,2016.0,usado,contado,Forklift Solutions,5034.228218585085,24185.3
VENT00226,2022-12-23,Yale,eléctrico,1800,4000,Neuquén,,2024.0,usado,crédito,Potencia SRL,,19236.23
VENT00963,2022-12-25,Hyster,eléctrico,1800,4000,Buenos Aires,empresa logística,2016.0,usado,leasing,Forklift Solutions,3641.5310113936953,21548.64
VENT00667,2022-12-26,Toyota,diésel,2500,4000,Chubut,distribuidor,2020.0,nuevo,leasing,Autoelevadores Norte,1652.4387795597288,39144.78
VENT00989,2022-12-26,Hyster,eléctrico,5000,4700,Buenos Aires,distribuidor,2023.0,nuevo,leasing,Potencia SRL,1027.3840327500877,71045.26
VENT00538,2022-12-28,Still,gas,5000,3000,Neuquén,distribuidor,2020.0,nuevo,contado,Potencia SRL,1819.0949470776334,61997.83
VENT00330,2022-12-28,Toyota,gas,3500,3000,Córdoba,distribuidor,,usado,contado,Potencia SRL,7789.344865025978,25982.93
VENT00763,2022-12-29,Still,diésel,1800,4000,Mendoza,distribuidor,2020.0,usado,contado,Autoelevadores Norte,3675.969501061269,12000.0
VENT00106,2022-12-30,Hyster,eléctrico,1800,4700,Buenos Aires,distribuidor,2017.0,reacondicionado,crédito,Forklift Solutions,5039.397282538934,23812.83
VENT01009,2022-12-31,Still,diésel,1800,4000,,empresa logística,2016.0,nuevo,contado,Forklift Solutions,,34207.17
VENT00320,2023-01-01,Toyota,diésel,3500,3000,Buenos Aires,empresa logística,,nuevo,contado,Grupo Industrial SA,1563.8604323586346,44967.67
VENT00142,2023-01-03,Crown,diésel,2500,4000,Santa Fe,empresa logística,2024.0,usado,leasing,Potencia SRL,1312.8203796439152,27201.7
VENT00783,2023-01-03,Hyster,eléctrico,3500,3000,Buenos Aires,particular,2016.0,usado,crédito,Grupo Industrial SA,3735.8925062799253,35525.65
VENT00630,2023-01-04,Yale,eléctrico,2500,4000,Buenos Aires,particular,2023.0,usado,contado,Autoelevadores Norte,2052.2555364749587,24191.68
VENT00709,2023-01-07,Yale,diésel,2500,4000,Chubut,,,nuevo,contado,Potencia SRL,796.4788390960026,40937.94
VENT00185,2023-01-12,Crown,diésel,1800,4700,Córdoba,particular,2017.0,usado,contado,Potencia SRL,2872.7653663106603,17695.02
VENT00930,2023-01-12,Still,gas,1800,6000,,empresa logística,2017.0,reacondicionado,contado,Grupo Industrial SA,4628.304424466263,28492.37
VENT00682,2023-01-12,Still,diésel,2500,3000,Neuquén,distribuidor,2018.0,reacondicionado,leasing,Grupo Industrial SA,5016.277590073196,23717.06
VENT00580,2023-01-13,Toyota,eléctrico,1800,3000,Mendoza,particular,2018.0,nuevo,contado,Potencia SRL,1852.4642160245073,32055.79
VENT00045,2023-01-13,Hyster,eléctrico,2500,6000,Mendoza,particular,2021.0,nuevo,leasing,Potencia SRL,1092.704844412914,46604.46
VENT00909,2023-01-14,Yale,diésel,2500,6000,Chubut,distribuidor,,reacondicionado,crédito,Potencia SRL,4624.454914869413,31867.36
VENT01174,2023-01-15,Linde,diésel,5000,3000,Chubut,particular,2018.0,usado,crédito,Grupo Industrial SA,3445.193326196898,42084.12
VENT01130,2023-01-15,Hyster,gas,1800,3000,Chubut,particular,2019.0,usado,contado,Autoelevadores Norte,3590.1684435733914,15403.26
VENT00976,2023-01-18,Yale,diésel,2500,3000,Santa Fe,distribuidor,2017.0,nuevo,contado,Potencia SRL,3435.3702154779116,35734.71
VENT00225,2023-01-23,Hyster,diésel,3500,3000,Chubut,distribuidor,,reacondicionado,contado,Potencia SRL,2370.3321066673434,40376.65
VENT01119,2023-01-23,Hyster,diésel,3500,4700,Mendoza,empresa logística,2025.0,reacondicionado,,Grupo Industrial SA,3014.16114580451,39855.61
VENT01145,2023-01-25,Hyster,diésel,2500,4000,Santa Fe,distribuidor,2023.0,nuevo,crédito,Forklift Solutions,803.6024933893425,43061.64
VENT00912,2023-01-27,Crown,eléctrico,5000,3000,Santa Fe,distribuidor,2023.0,usado,leasing,Grupo Industrial SA,5208.352196573794,44088.15
VENT00927,2023-01-28,Hyster,eléctrico,2500,3000,Córdoba,distribuidor,2015.0,usado,crédito,Autoelevadores Norte,6533.493910602214,17797.19
VENT00639,2023-01-29,Toyota,diésel,5000,4000,Santa Fe,distribuidor,2017.0,usado,crédito,Forklift Solutions,4230.577003399687,46353.64
VENT00310,2023-01-31,Yale,gas,2500,4000,Córdoba,particular,2023.0,nuevo,crédito,Grupo Industrial SA,1323.4882261347395,44595.31
VENT00872,2023-01-31,Hyster,diésel,3500,3000,Buenos Aires,particular,2023.0,usado,leasing,Autoelevadores Norte,4760.729410908915,24386.83
VENT00062,2023-02-01,Still,eléctrico,3500,4700,Santa Fe,distribuidor,2022.0,nuevo,leasing,Grupo Industrial SA,1168.5860387262746,53622.93
VENT00993,2023-02-02,Toyota,eléctrico,3500,3000,Mendoza,particular,2019.0,reacondicionado,contado,Potencia SRL,3843.954883371446,40850.68
VENT00936,2023-02-02,Crown,eléctrico,2500,3000,Santa Fe,distribuidor,2022.0,usado,,Potencia SRL,5052.659522581843,19342.96
VENT01220,2023-02-03,Linde,gas,2500,4700,Santa Fe,empresa logística,2021.0,usado,crédito,Grupo Industrial SA,3882.6896938254567,24348.36
VENT01209,2023-02-04,Yale,diésel,2500,3000,Buenos Aires,empresa logística,2023.0,reacondicionado,contado,Grupo Industrial SA,1305.526644059124,33941.81
VENT00528,2023-02-04,Crown,eléctrico,3500,4700,Chubut,particular,2020.0,usado,contado,Grupo Industrial SA,4574.132788194733,32692.16
VENT00941,2023-02-05,Hyster,eléctrico,2500,4000,Mendoza,distribuidor,2022.0,nuevo,contado,Potencia SRL,1175.2880702150424,43269.37
VENT01228,2023-02-05,Linde,eléctrico,2500,4700,,particular,2021.0,reacondicionado,crédito,Potencia SRL,3507.007464956946,31750.87
VENT00618,2023-02-09,Yale,diésel,3500,6000,Mendoza,distribuidor,2019.0,reacondicionado,leasing,Potencia SRL,5318.524583832078,39305.48
VENT00493,2023-02-09,Linde,eléctrico,3500,6000,Santa Fe,particular,2024.0,nuevo,leasing,Autoelevadores Norte,486.2993936956928,54266.3
VENT00602,2023-02-11,Toyota,diésel,1800,3000,Córdoba,distribuidor,2023.0,nuevo,leasing,Forklift Solutions,1021.4814396543951,30492.18
VENT00150,2023-02-11,Hyster,diésel,2500,3000,Mendoza,empresa logística,2017.0,usado,crédito,Forklift Solutions,4922.110407062427,17785.92
VENT00324,2023-02-13,Linde,eléctrico,3500,3000,Córdoba,particular,2022.0,usado,contado,Grupo Industrial SA,3525.0940501871573,28567.67
VENT00688,2023-02-13,Linde,eléctrico,3500,3000,Buenos Aires,distribuidor,2018.0,usado,leasing,Autoelevadores Norte,5460.468187956315,31476.16
VENT00237,2023-02-14,Hyster,eléctrico,3500,4000,Chubut,distribuidor,2015.0,nuevo,crédito,Potencia SRL,1406.9454793119376,54307.99
VENT00488,2023-02-15,Linde,eléctrico,5000,3000,Buenos Aires,distribuidor,2019.0,reacondicionado,leasing,Potencia SRL,4753.209445287699,50439.12
VENT00065,2023-02-15,Linde,eléctrico,3500,6000,Buenos Aires,empresa logística,2018.0,reacondicionado,crédito,Potencia SRL,3910.2451140721932,46890.58
VENT00387,2023-02-16,Crown,eléctrico,2500,4000,Córdoba,empresa logística,2020.0,usado,contado,Forklift Solutions,4722.901568898788,18755.82
VENT00380,2023-02-16,Toyota,diésel,2500,4000,Santa Fe,distribuidor,2022.0,usado,contado,Grupo Industrial SA,1645.2857738160276,24503.4
VENT00657,2023-02-19,Yale,diésel,1800,3000,Santa Fe,distribuidor,2017.0,nuevo,crédito,Potencia SRL,2508.6533137807983,31733.37
VENT00145,2023-02-20,Hyster,eléctrico,1800,3000,,distribuidor,2017.0,usado,contado,Grupo Industrial SA,3962.7857655929206,16543.03
VENT00670,2023-02-21,Toyota,gas,3500,4000,Córdoba,particular,2024.0,reacondicionado,contado,Autoelevadores Norte,1047.2567055831266,42732.03
VENT00467,2023-02-22,Linde,gas,5000,3000,Mendoza,distribuidor,2021.0,reacondicionado,contado,Forklift Solutions,3127.7617394237586,52266.96
